# 출처: https://datalaw.kr/sanctions/ · 수집일 2026-09-11 · 결정문에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 결정문 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,사건번호,의결주체,피심인,위반조문,처분,과징금(원),과태료(원),행 주소,원문 게시물
2022-05-25,제2022-009-061호,2020조총0044 등 8건,위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2022-009-061,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-060호,2020조총0044 등 8건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-009-060,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-059호,2020조총0044 등 8건,위원회,비공개,제29조(안전조치의무),과태료,,"4,500,000",https://datalaw.kr/sanctions/#d-2022-009-059,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-058호,2020조총0044 등 8건,위원회,비공개,제29조(안전조치의무),과태료,,"4,500,000",https://datalaw.kr/sanctions/#d-2022-009-058,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-057호,2020조총0044 등 8건,위원회,비공개,제29조(안전조치의무),시정권고,,,https://datalaw.kr/sanctions/#d-2022-009-057,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-056호,2020조총0044 등 8건,위원회,비공개,제21조 제1항(개인정보의 파기); 제24조의2 제2항(주민등록번호 처리의 제한); 제29조(안전조치의무),과태료,,"13,500,000",https://datalaw.kr/sanctions/#d-2022-009-056,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-055호,2020조총0044 등 8건,위원회,비공개,제15조 제2항(개인정보의 수집·이용); 제29조(안전조치의무),과태료,,"7,800,000",https://datalaw.kr/sanctions/#d-2022-009-055,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-25,제2022-009-054호,2020조총0044 등 8건,위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2022-009-054,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0227
2022-05-11,제2022-008-052호,2020조이0024 등 5건,위원회,비공개,제29조(안전조치의무),과태료; 시정명령,,,https://datalaw.kr/sanctions/#d-2022-008-052,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0188
2022-05-11,제2022-008-051호,2020조이0024 등 5건,위원회,비공개,정보통신망법 제27조의3 제1항(개인정보 유출등의 통지·신고); 정보통신망법 제28조 제1항(개인정보의 보호조치),과태료; 시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2022-008-051,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0188
2022-05-11,제2022-008-050호,2020조이0024 등 5건,위원회,비공개,제29조(안전조치의무),과태료; 공표,,"3,600,000",https://datalaw.kr/sanctions/#d-2022-008-050,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0188
2022-05-11,제2022-008-049호,2020조이0024 등 5건,위원회,비공개,제29조(안전조치의무),과징금; 과태료; 시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2022-008-049,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0188
2022-05-11,제2022-008-048호,2020조이0024 등 5건,위원회,비공개,정보통신망법 제28조 제1항(개인정보의 보호조치),과징금; 과태료; 시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2022-008-048,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0188
2022-04-27,제2022-007-046호,2021조총0080,위원회,비공개,제26조 제2항(업무위탁에 따른 개인정보의 처리 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2022-007-046,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0161
2022-04-27,제2022-007-045호,2020조이0020 등 4건,위원회,비공개,제28조의3 제1항(가명정보의 결합 제한),과태료,,,https://datalaw.kr/sanctions/#d-2022-007-045,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0164
2022-04-27,제2022-007-044호,2020조이0020 등 4건,위원회,비공개,정보통신망법 제23조의2 제1항(주민등록번호의 사용 제한); 정보통신망법 제27조의3 제1항(개인정보 유출등의 통지·신고),과태료; 시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2022-007-044,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0164
2022-04-27,제2022-007-043호,2020조이0020 등 4건,위원회,비공개,제39조의4 제1항(개인정보 유출등의 통지·신고에 대한 특례),과태료; 시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2022-007-043,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0164
2022-04-27,제2022-007-042호,2020조이0020 등 4건,위원회,비공개,정보통신망법 제27조의3 제1항(개인정보 유출등의 통지·신고),과태료; 시정명령,,,https://datalaw.kr/sanctions/#d-2022-007-042,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0164
2022-04-13,제2022-006-034호,2021조일0144 등 2건,위원회,비공개,제15조(개인정보의 수집·이용),과태료; 공표,,"5,000,000",https://datalaw.kr/sanctions/#d-2022-006-034,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0135
2022-04-13,제2022-006-033호,2021조일0144 등 2건,위원회,비공개,제15조(개인정보의 수집·이용),과태료; 공표,,"5,000,000",https://datalaw.kr/sanctions/#d-2022-006-033,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0135
2022-04-13,제2022-006-031호,2021조일0101 등 2건,위원회,비공개,제35조(개인정보의 열람),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2022-006-031,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0134
2022-04-13,제2022-006-030호,2021조일0101 등 2건,위원회,비공개,제35조(개인정보의 열람),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2022-006-030,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0134
2022-03-23,제2022-005-029호,2021조일0063 등 12건,위원회,비공개,제24조의2(주민등록번호 처리의 제한),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-029,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-028호,2021조일0063 등 12건,위원회,비공개,제24조의2(주민등록번호 처리의 제한),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-028,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-027호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-027,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-026호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-026,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-025호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"6,000,000",https://datalaw.kr/sanctions/#d-2022-005-025,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-024호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-024,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-023호,2021조일0063 등 12건,위원회,비공개,제34조 제1항(개인정보 유출 등의 통지·신고),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-023,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-022호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"5,400,000",https://datalaw.kr/sanctions/#d-2022-005-022,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-021호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"4,800,000",https://datalaw.kr/sanctions/#d-2022-005-021,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-020호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2022-005-020,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-019호,2021조일0063 등 12건,위원회,비공개,제29조(안전조치의무),과태료,,"4,800,000",https://datalaw.kr/sanctions/#d-2022-005-019,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-018호,2021조일0063 등 12건,위원회,성보공업(주),제21조(개인정보의 파기); 제24조의2(주민등록번호 처리의 제한); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 공표,"12,500,000","9,000,000",https://datalaw.kr/sanctions/#d-2022-005-018,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0123
2022-03-23,제2022-005-017호,2019조일0006 등 4건,위원회,㈜하우빌드,제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과징금; 과태료; 시정명령; 공표,"5,900,000","9,000,000",https://datalaw.kr/sanctions/#d-2022-005-017,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0122
2022-03-23,제2022-005-016호,2019조일0006 등 4건,위원회,Fluke Corporation,제29조(안전조치의무); 제34조 제1항·제3항(개인정보 유출 등의 통지·신고),과태료; 공표,,"9,000,000",https://datalaw.kr/sanctions/#d-2022-005-016,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0122
2022-03-23,제2022-005-015호,2019조일0006 등 4건,위원회,Zynga Game Ireland Limited,정보통신망법 제27조의3 제1항(개인정보 유출등의 통지·신고); 정보통신망법 제28조 제1항(개인정보의 보호조치),과징금; 과태료; 공표,"5,300,000","13,000,000",https://datalaw.kr/sanctions/#d-2022-005-015,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0122
2022-03-23,제2022-005-014호,2019조일0006 등 4건,위원회,Canva PTY Ltd,정보통신망법 제27조의3 제1항(개인정보 유출등의 통지·신고); 정보통신망법 제28조 제1항(개인정보의 보호조치),과태료; 시정명령; 공표,,"10,000,000",https://datalaw.kr/sanctions/#d-2022-005-014,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0122
2022-02-23,제2022-004-013호,2021조이0152,위원회,비공개,제21조(개인정보의 파기); 제23조(민감정보의 처리 제한); 제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례); 제39조의6(개인정보의 파기에 대한 특례),과징금; 과태료; 시정명령; 고발; 공표,"129,790,000","18,600,000",https://datalaw.kr/sanctions/#d-2022-004-013,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0079
2022-02-23,제2022-004-012호,2021조일0040,위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2022-004-012,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0078
2022-02-09,제2022-003-011호,2020조이0007 등 2건,위원회,비공개,,과태료; 시정명령; 과징금,"153,387,000","1,000,000",https://datalaw.kr/sanctions/#d-2022-003-011,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0058
2022-02-09,제2022-003-010호,2020조이0007 등 2건,위원회,비공개,,시정명령; 과징금,"51,048,000",,https://datalaw.kr/sanctions/#d-2022-003-010,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0058
2022-01-26,제2022-002-009호,,위원회,비공개,제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무); 제39조의6(개인정보의 파기에 대한 특례),과태료; 시정명령,,"10,800,000",https://datalaw.kr/sanctions/#d-2022-002-009,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0035
2022-01-26,제2022-002-008호,,위원회,비공개,정보통신망법 제28조 제1항(개인정보의 보호조치),과태료,,"6,000,000",https://datalaw.kr/sanctions/#d-2022-002-008,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0035
2022-01-26,제2022-002-007호,,위원회,비공개,정보통신망법 제27조의3 제1항(개인정보 유출등의 통지·신고); 정보통신망법 제28조 제1항(개인정보의 보호조치),과태료,,"10,000,000",https://datalaw.kr/sanctions/#d-2022-002-007,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0035
2022-01-12,제2022-001-002호,2021조이0185,위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2022-001-002,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0026
2021-12-08,제2021-223-523호,2021조일0124,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-523,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-522호,2021조일0090,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-522,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-521호,2021조일0121,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-521,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-520호,2021조일0120,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-520,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-519호,2021조일0092,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-519,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-518호,2021조일0071,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-518,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-517호,2021조일0070,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-517,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-516호,2021조일0047,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-516,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-515호,2021조일0043,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-515,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-514호,2021조일0042,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-514,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-513호,2021조일0093,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-513,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-512호,2021조일0046,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-512,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-511호,2021조일0118,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-511,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-510호,2021조일0094,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-510,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-509호,2021조일0091,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-509,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-508호,2021조일0127,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-508,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-507호,2021조일0113,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-507,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-506호,2021조일0123,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-506,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-505호,2021조일0122,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-505,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-223-504호,2021조일0125,제2소위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),경고,,,https://datalaw.kr/sanctions/#d-2021-223-504,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2022-0001
2021-12-08,제2021-020-311호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-311,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-310호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-310,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-309호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-309,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-308호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-308,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-307호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-307,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-306호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-306,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-305호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-305,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-304호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-304,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-303호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-303,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-302호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-302,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-301호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-301,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-300호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-300,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-299호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-299,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-298호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-020-298,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-297호,,위원회,비공개,제25조 제4항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"2,000,000",https://datalaw.kr/sanctions/#d-2021-020-297,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-296호,,위원회,비공개,제25조 제2항(고정형 영상정보처리기기의 설치·운영 제한),과태료,,"5,000,000",https://datalaw.kr/sanctions/#d-2021-020-296,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0692
2021-12-08,제2021-020-295호,,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2021-020-295,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-294호,,위원회,비공개,정보통신망법 제28조 제1항(개인정보의 보호조치),과태료,,"5,000,000",https://datalaw.kr/sanctions/#d-2021-020-294,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-293호,,위원회,비공개,제28조 제1항(개인정보취급자에 대한 감독),개선권고,,,https://datalaw.kr/sanctions/#d-2021-020-293,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-292호,,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2021-020-292,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-291호,,위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2021-020-291,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-290호,,위원회,사단법인 한국정보산업연합회,제21조 제1항(개인정보의 파기); 제29조(안전조치의무),과태료; 공표,,"6,600,000",https://datalaw.kr/sanctions/#d-2021-020-290,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-289호,,위원회,청주시자원봉사센터,제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2021-020-289,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-12-08,제2021-020-288호,,위원회,㈜슈비,제21조 제1항(개인정보의 파기); 제29조(안전조치의무); 정보통신망법 제28조 제1항(개인정보의 보호조치),과태료; 시정명령; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2021-020-288,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0691
2021-11-24,제2021-019-287호,2021조이0161,위원회,비공개,정보통신망법 제28조 제1항(개인정보의 보호조치),과징금,"98,000,000",,https://datalaw.kr/sanctions/#d-2021-019-287,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0657
2021-11-24,제2021-019-286호,2021조일0114,위원회,㈜케이티,정보통신망법 제28조 제1항 제2호(개인정보의 보호조치),과징금,"50,000,000",,https://datalaw.kr/sanctions/#d-2021-019-286,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0656
2021-11-24,제2021-019-285호,,위원회,비공개,제21조 제1항(개인정보의 파기),과태료,,"4,500,000",https://datalaw.kr/sanctions/#d-2021-019-285,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0655
2021-11-24,제2021-019-284호,,위원회,비공개,제21조 제1항(개인정보의 파기),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2021-019-284,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0655
2021-11-24,제2021-019-283호,,위원회,비공개,제21조 제1항(개인정보의 파기),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2021-019-283,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0655
2021-11-24,제2021-019-282호,,위원회,비공개,제35조 제4항(개인정보의 열람),과태료,,"1,000,000",https://datalaw.kr/sanctions/#d-2021-019-282,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0655
2021-11-24,제2021-019-281호,,위원회,비공개,제35조 제3항(개인정보의 열람),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2021-019-281,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2021-0655
