# 출처: https://datalaw.kr/sanctions/kmcc/ · 기준일 2026-08-21 · 방송통신위원회 의결서(스캔본)에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 의결서 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,피심인(의결 당시 상호),업종,위반조문,처분,과징금(원),과태료(원),행 주소,의결서 PDF
2017-08-08,제2017-22-125호,비공개,웹사이트!를 통해 신발 등을 유통: 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-125,https://www.kmcc.go.kr/download.do?fileSeq=46002
2017-07-04,제2017-33-377호,비공개,홈페이지를 통하 온라인 교육,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금; 공표,"219,000,000","10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-33-377,https://www.kmcc.go.kr/download.do?fileSeq=47892
2017-03-15,제2017-13-079호,비공개,자격증 응시 등을 위한 웹사이트,정보통신망법 제23조 제3항,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2017-13-079,https://www.kmcc.go.kr/download.do?fileSeq=45110
2017-03-15,제2017-13-078호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-078,https://www.kmcc.go.kr/download.do?fileSeq=45109
2017-03-15,제2017-13-077호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-077,https://www.kmcc.go.kr/download.do?fileSeq=45108
2017-03-15,제2017-13-076호,비공개,전자결제대행,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-076,https://www.kmcc.go.kr/download.do?fileSeq=45107
2017-03-15,제2017-13-075호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-075,https://www.kmcc.go.kr/download.do?fileSeq=45106
2017-03-15,제2017-13-074호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-074,https://www.kmcc.go.kr/download.do?fileSeq=45105
2017-03-15,제2017-13-073호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-073,https://www.kmcc.go.kr/download.do?fileSeq=45103
2017-03-15,제2017-13-072호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-072,https://www.kmcc.go.kr/download.do?fileSeq=45102
2017-03-15,제2017-13-071호,비공개,전자결제대행,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-13-071,https://www.kmcc.go.kr/download.do?fileSeq=45101
2017-02-07,제2017-05-035호,비공개,홈페이지를 통해 게임 아이 템 거래 등,정보통신망법 제29조 제2항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-05-035,https://www.kmcc.go.kr/download.do?fileSeq=45115
2017-02-07,제2017-05-034호,비공개,홈페이지(를 통해 여행정보 등,정보통신망법 제29조 제2항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-05-034,https://www.kmcc.go.kr/download.do?fileSeq=45114
2017-02-07,제2017-05-033호,비공개,홈페이지를 통해 여행정보 등,정보통신망법 제29조 제2항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-05-033,https://www.kmcc.go.kr/download.do?fileSeq=45113
2017-02-07,제2017-05-032호,비공개,홈페이지를 통해 전화•화상영어 서비스 등,정보통신망법 제29조 제2항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-05-032,https://www.kmcc.go.kr/download.do?fileSeq=45112
2017-02-07,제2017-05-031호,비공개,홈페이지를 통해 채용정보 등,정보통신망법 제29조 제2항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-05-031,https://www.kmcc.go.kr/download.do?fileSeq=45111
2017-01-26,제2017-04-030호,비공개,온라인 대부중개 사업,정보통신망법 제28조 제1항,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2017-04-030,https://www.kmcc.go.kr/download.do?fileSeq=45122
2017-01-26,제2017-04-029호,비공개,온라인 대부중개 사업,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-04-029,https://www.kmcc.go.kr/download.do?fileSeq=45121
2017-01-26,제2017-04-028호,비공개,온라인 대부중개 사업,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-04-028,https://www.kmcc.go.kr/download.do?fileSeq=45120
2017-01-26,제2017-04-027호,비공개,온라인 광고대행 사업,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-04-027,https://www.kmcc.go.kr/download.do?fileSeq=45118
2017-01-26,제2017-04-026호,비공개,PC방 프랜차이즈 사업,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-04-026,https://www.kmcc.go.kr/download.do?fileSeq=45119
2017-01-26,제2017-04-025호,비공개,분유 등 식품 제조•도소매업,정보통신망법 제28조 제1항,시정명령; 과태료,,"21,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-04-025,https://www.kmcc.go.kr/download.do?fileSeq=45117
2017-01-26,제2017-04-024호,비공개,인터넷설치 판매 등 영업,정보통신망법 제28조 제1항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-04-024,https://www.kmcc.go.kr/download.do?fileSeq=45116
2008-12-30,제2008-48-260호,(주)엘지텔레콤,,정보통신망법 제24조; 정보통신망법 제25조; 정보통신망법 제28조; 정보통신망법 제29조; 정보통신망법 제30조; 정보통신망법 제55조; 정보통신망법 제62조; 정보통신망법 제64조,시정명령; 과태료,,"50,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-48-260,https://www.kmcc.go.kr/download.do?fileSeq=71243
2008-12-30,제2008-48-259호,(주)케이티프리텔,,정보통신망법 제24조; 정보통신망법 제25조; 정보통신망법 제30조; 정보통신망법 제31조; 정보통신망법 제64조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-48-259,https://www.kmcc.go.kr/download.do?fileSeq=71244
2008-12-30,제2008-48-258호,에스케이텔레콤(주),,정보통신망법 제24조; 정보통신망법 제25조; 정보통신망법 제27조의2; 정보통신망법 제29조; 정보통신망법 제30조; 정보통신망법 제31조; 정보통신망법 제55조; 정보통신망법 제62조; 정보통신망법 제64조,시정명령; 과태료,,"50,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-48-258,https://www.kmcc.go.kr/download.do?fileSeq=71245
2008-11-14,제2008-37-168호,야후코리아(유),,정보통신망법 제28조; 정보통신망법 제31조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-168,https://www.kmcc.go.kr/download.do?fileSeq=70966
2008-11-14,제2008-37-167호,SK커뮤니케이션즈(주),,정보통신망법 제76조,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-167,https://www.kmcc.go.kr/download.do?fileSeq=70939
2008-11-14,제2008-37-165~166호,(주)다음커뮤니케이션,,정보통신망법 제25조 제1항; 정보통신망법 제28조; 정보통신망법 제31조 제1항,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-165166,https://www.kmcc.go.kr/download.do?fileSeq=70930
2008-11-14,제2008-37-164호,NHN(주),,정보통신망법 제28조; 정보통신망법 제29조; 정보통신망법 제31조 제1항,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-164,https://www.kmcc.go.kr/download.do?fileSeq=70929
2008-11-14,제2008-37-162호,(주)큐릭스,,정보통신망법 제25조 제1항; 정보통신망법 제28조; 정보통신망법 제29조; 정보통신망법 제55조; 정보통신망법 제64조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-162,https://www.kmcc.go.kr/download.do?fileSeq=70928
2008-11-14,제2008-37-160호,(주)씨앤앰,,정보통신망법 제76조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-160,https://www.kmcc.go.kr/download.do?fileSeq=71252
2008-11-14,제2008-37-158호,(주)씨제이헬로비전,,정보통신망법 제28조,시정명령; 과징금,"10,000,000",,https://datalaw.kr/sanctions/kmcc/#k-2008-37-158,https://www.kmcc.go.kr/download.do?fileSeq=70927
2008-11-14,제2008-37-156호,(주)티브로드한빛방송,,정보통신망법 제76조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-37-156,https://www.kmcc.go.kr/download.do?fileSeq=71255
2008-08-25,제2008-27-115호,(주)LG파워콤,,정보통신망법 제22조; 정보통신망법 제24조; 정보통신망법 제25조 제1항; 정보통신망법 제26조의2; 정보통신망법 제28조; 정보통신망법 제29조; 정보통신망법 제30조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-27-115,https://www.kmcc.go.kr/download.do?fileSeq=71258
2008-08-25,제2008-27-113호,(주)KT,,정보통신망법 제24조; 정보통신망법 제25조; 정보통신망법 제30조 제3항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-27-113,https://www.kmcc.go.kr/download.do?fileSeq=71260
2008-06-24,제2008-15-041호,하나로텔레콤(주),,정보통신망법 제22조; 정보통신망법 제24조; 정보통신망법 제25조 제1항; 정보통신망법 제26조의2; 정보통신망법 제28조; 정보통신망법 제29조; 정보통신망법 제30조,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2008-15-041,https://www.kmcc.go.kr/download.do?fileSeq=71263
